"","id","team","manager","jobTasksSDSA","jobBalanceSDSA","jobPaySDSA","jobRecognitionSDSA","jobAdvancementSDSA","jobCoworkersSDSA","jobManagementSDSA","salary","tenure","age","genderFM","degreeBMP","citizenNY","describeManager"
"502","H796B","Ethics","V1748V",3,5,5,4,5,5,7,58909,5,28,2,2,1,"c(""exuberant"", ""chic"", ""acceptable"", ""gorgeous"", ""offenseless"")"
"503","I904K","R&D","V4203Y",3,2,5,5,5,4,4,70476,8,35,1,1,2,"c(""gleeful"", ""fantastic"", ""optimal"", ""freewill"", ""funnelform"")"
"504","I424A","R&D","X2508W",2,2,4,4,3,4,4,125061,8,38,2,3,2,"c(""favored"", ""picturesque"", ""easiest"", ""harmonious"", ""audacious"")"
"505","D789K","Finance","V1626X",2,1,3,3,4,2,2,52336,5,34,1,1,2,"c(""divinatory"", ""sweet"", ""cheeriest"", ""super"", ""clear"")"
"506","G952M","Finance","Z5080X",2,2,3,3,4,3,4,75781,4,24,1,3,2,"c(""glad"", ""sprightly"", ""devoted"", ""daring"", ""positivist"")"
"507","P655F","Finance","V1626X",2,2,2,3,4,4,NA,107482,4,26,2,3,1,"c(""brilliant"", ""forgiving"", ""fascinating"", ""vibrant"", ""giggliest"")"
"508","K686V","Finance","W7052V",4,4,5,5,6,5,5,59039,2,23,1,2,2,"c(""inviting"", ""considerate"", ""gorgeous"", ""humorous"", ""ambivalent"")"
"509","P182S","R&D","X2508W",4,1,7,6,5,2,3,68362,10,32,1,1,2,"c(""peaceful"", ""loyal"", ""favorable"", ""passional"", ""feeling"")"
"510","U585I","DSI","Y7924Z",3,2,4,6,4,3,4,51026,7,49,1,1,1,"c(""rich"", ""sincere"", ""suave"", ""splendent"", ""admirable"")"
"511","W250C","Finance","Z4040W",4,2,6,6,6,3,3,77270,4,29,1,3,2,"c(""impressionistic"", ""funniest"", ""glorious"", ""bravest"", ""scrumptious"")"
"512","O431P","Finance","V1626X",3,1,5,5,5,2,2,129825,3,52,2,3,2,"c(""gratifying"", ""beneficiary"", ""affectionate"", ""amusable"", ""sexy"")"
"513","M450B","Finance","Z4040W",4,3,6,6,4,5,4,48343,4,28,1,1,2,"c(""enjoyable"", ""responsible"", ""grand"", ""liveliest"", ""intelligent"")"
"514","J120Z","R&D","V4203Y",1,1,3,3,3,2,4,75570,9,39,1,1,1,"c(""fair"", ""riskless"", ""giggliest"", ""safe"", ""whimsical"")"
"515","J444K","Ethics","W4935V",1,4,3,3,3,5,6,47490,4,41,1,1,2,"c(""daring"", ""supporting"", ""passionate"", ""better"", ""surer"")"
"516","N225A","Ethics","V1748V",3,5,5,4,5,6,6,47175,1,39,1,1,2,"c(""optimistic"", ""avid"", ""handsome"", ""wonderful"", ""impressionist"")"
"517","A847M","Ethics","V5401Z",3,2,4,4,4,4,NA,165627,8,24,2,3,2,"c(""virtuosity"", ""original"", ""audacious"", ""healthy"", ""troubleshooter"")"
"518","R271B","Finance","Z4040W",4,4,5,6,6,5,6,151157,8,45,2,3,2,"c(""satisfactory"", ""irresistible"", ""reliant"", ""braver"", ""considerate"")"
"519","T207P","Finance","Z5440X",2,5,3,3,3,6,7,71502,3,34,2,3,2,"c(""fresh"", ""grand"", ""welcome"", ""fab"", ""treasurable"")"
"520","Y126L","R&D","V4859W",3,2,5,4,4,4,4,57687,2,40,1,2,2,"c(""cheery"", ""blissful"", ""desired"", ""joyful"", ""festive"")"
"521","P230O","Finance","Z4040W",2,3,4,3,3,4,4,70592,8,22,1,1,1,"c(""secure"", ""honourable"", ""praiseworthy"", ""profitable"", ""heartfelt"")"
"522","D669M","R&D","X2508W",1,5,4,2,2,6,7,51684,4,26,1,1,2,"c(""intense"", ""amorous"", ""faithful"", ""generous"", ""dedicated"")"
"523","E351Q","Finance","Z4040W",1,2,2,3,3,5,3,127275,2,27,1,3,2,"c(""spirited"", ""mandatory"", ""respectful"", ""exciting"", ""satisfiable"")"
"524","P451M","Ethics","V5401Z",3,2,5,5,5,4,NA,79168,0,32,2,3,2,"c(""pleasing"", ""calm"", ""ambivalent"", ""graceful"", ""cuter"")"
"525","Q766V","Ethics","V5401Z",5,5,7,7,7,7,NA,55088,3,32,1,2,2,"c(""neat"", ""radiant"", ""useful"", ""numberable"", ""sweet"")"
"526","L986W","Finance","V1626X",4,3,6,6,6,4,NA,77698,5,40,2,3,2,"c(""carefree"", ""peaceful"", ""prominent"", ""excitable"", ""mirthful"")"
"527","Q851A","R&D","W6837Y",1,5,2,3,3,7,7,113082,10,49,2,3,2,"c(""earnest"", ""beaut"", ""thrilling"", ""champion"", ""suave"")"
"528","W250C","R&D","X8503X",2,5,3,3,4,6,6,132851,3,25,1,3,2,"c(""resolvable"", ""benignant"", ""intellectualism"", ""rewarding"", ""best"")"
"529","R870I","Finance","Z5080X",5,2,6,6,6,4,4,52227,0,46,1,1,2,"c(""daring"", ""cutest"", ""splendent"", ""boldface"", ""brave"")"
"530","C349N","R&D","X8503X",3,5,4,5,5,6,6,52008,7,43,1,1,2,"c(""smarty"", ""bold"", ""foolproof"", ""awesome"", ""welcome"")"
"531","J959L","R&D","X2508W",4,3,5,6,6,5,4,75214,8,53,1,1,2,"c(""dynamic"", ""stealthiest"", ""easiest"", ""vigoroso"", ""pukka"")"
"532","E666C","R&D","V4859W",3,3,5,4,4,5,5,45279,7,53,1,1,2,"c(""ardent"", ""excitable"", ""smart"", ""defensible"", ""elated"")"
"533","F245L","R&D","X2508W",3,4,3,5,5,5,6,53023,4,48,1,2,2,"c(""harmless"", ""gorgeous"", ""gigglier"", ""dynamistic"", ""amusing"")"
"534","V760F","Ethics","V5401Z",3,4,5,3,4,5,6,128814,7,43,1,3,2,"c(""merriest"", ""beneficent"", ""fervid"", ""charitable"", ""assurgent"")"
"535","A637D","Finance","Z4040W",4,1,5,6,6,3,3,55630,1,50,2,2,2,"c(""legal"", ""heavenly"", ""swift"", ""perfectionistic"", ""freethinker"")"
"536","A627Z","Health","Y9874X",1,3,3,2,3,5,4,170389,10,38,2,3,2,"c(""powerful"", ""gallant"", ""hurtless"", ""daredevil"", ""steadfast"")"
"537","D775V","Ethics","W4935V",3,4,5,5,5,5,6,77233,8,38,2,1,2,"c(""kissable"", ""fair"", ""useful"", ""amoristic"", ""sunshiny"")"
"538","N434V","R&D","V4859W",5,4,7,6,7,6,6,170457,9,24,2,3,2,"c(""giggliest"", ""jovial"", ""pleasurable"", ""tolerant"", ""intense"")"
"539","Q710E","DSI","Y7924Z",4,3,5,5,5,5,5,55756,3,54,1,2,2,"c(""divinatory"", ""kissable"", ""truer"", ""beloved"", ""natural"")"
"540","U319Z","Ethics","V5401Z",2,4,3,3,3,6,5,52617,6,34,2,1,2,"c(""funniest"", ""stealthiest"", ""isolationism"", ""freewheeling"", ""freehold"")"
"541","W792F","R&D","V4203Y",5,2,7,7,6,4,4,57301,6,39,2,2,2,"c(""nice"", ""popular"", ""reliant"", ""effective"", ""endorsed"")"
"542","G157Z","Ethics","W4935V",3,2,5,4,4,3,4,54407,3,34,2,1,2,"c(""bold"", ""avid"", ""libertarian"", ""zealous"", ""glamorous"")"
"543","Q670O","Finance","V1626X",5,2,7,6,5,3,4,100246,2,39,1,3,2,"c(""amorous"", ""supporting"", ""sophisticated"", ""tensionless"", ""supremacist"")"
"544","L354H","Finance","Z5440X",5,1,7,7,7,2,2,134439,4,32,2,3,2,"c(""pensive"", ""daring"", ""devotional"", ""divine"", ""satisfiable"")"
"545","X613P","Finance","W7052V",3,3,4,4,4,5,5,83194,10,26,1,2,1,"c(""merrier"", ""convincing"", ""immune"", ""invincible"", ""whimsical"")"
"546","H914H","R&D","V4203Y",3,3,5,5,5,5,5,56843,4,32,1,2,1,"c(""jaunty"", ""perfective"", ""neat"", ""resolvent"", ""rewarding"")"
"547","D392M","DSI","Y7924Z",1,3,2,3,2,4,4,70097,9,33,1,1,2,"c(""adventurous"", ""cuter"", ""earnest"", ""sunnier"", ""heroic"")"
"548","F813E","R&D","V4859W",2,5,2,4,4,7,7,48188,6,55,1,1,2,"c(""impressible"", ""perfectible"", ""terrific"", ""flexible"", ""visionary"")"
"549","E784W","R&D","X8503X",4,2,5,5,5,3,NA,55338,5,29,1,2,2,"c(""excitable"", ""alert"", ""alive"", ""blissful"", ""fearless"")"
"550","B838E","Finance","Z4040W",5,4,7,6,7,6,NA,59912,6,23,1,2,1,"c(""grateful"", ""amazed"", ""prosperous"", ""freewheeling"", ""contented"")"
"551","A969A","R&D","X8503X",5,1,6,7,6,2,2,62758,6,52,2,3,2,"c(""valuable"", ""energetic"", ""relievable"", ""alert"", ""palatable"")"
"552","L167X","R&D","W6837Y",1,4,2,2,3,5,6,132842,5,53,1,3,2,"c(""compassionate"", ""visionary"", ""intact"", ""popular"", ""delicious"")"
"553","L404X","Finance","Z5080X",4,4,6,5,6,6,4,59577,4,34,2,2,2,"c(""exuberant"", ""amazed"", ""pukka"", ""medal"", ""benefic"")"
"554","U786K","Finance","Z4040W",2,5,3,3,4,6,6,91182,0,46,1,3,1,"c(""flawless"", ""isolationism"", ""neat"", ""nicest"", ""spirited"")"
"555","S921F","Ethics","W4935V",1,2,3,3,3,5,3,56536,2,31,1,2,2,"c(""happier"", ""affectionate"", ""rapturous"", ""sincere"", ""ambivalent"")"
"556","J129O","Finance","V1626X",1,3,3,2,3,4,NA,53661,7,36,2,2,2,"c(""greatest"", ""triumphal"", ""greater"", ""pressureless"", ""splendid"")"
"557","O671E","Finance","Z5080X",3,5,5,5,5,7,6,46415,7,54,2,1,2,"c(""appreciatory"", ""fervent"", ""smarty"", ""gorgeous"", ""vigoroso"")"
"558","R761R","R&D","W6837Y",1,3,3,3,3,5,5,59640,2,48,1,2,2,"c(""frisky"", ""joyous"", ""straight"", ""elated"", ""immortal"")"
"559","G377J","R&D","X8503X",5,5,7,6,6,7,6,135072,8,53,1,3,1,"c(""outgoing"", ""delightful"", ""cleverish"", ""amortizable"", ""freestanding"")"
"560","Y293Q","R&D","W6837Y",3,1,4,4,5,3,3,54382,0,48,1,1,1,"c(""harmonic"", ""neat"", ""competent"", ""ethical"", ""charitable"")"
"561","E963W","R&D","X2508W",2,3,3,4,4,5,5,59614,1,30,1,2,2,"c(""creative"", ""favorite"", ""incentive"", ""immune"", ""self-confident"")"
"562","K372H","Health","X3361V",3,4,5,5,4,5,6,108649,1,33,2,3,2,"c(""easy"", ""exclusive"", ""delightful"", ""satisfactory"", ""achievable"")"
"563","M590T","Finance","V1626X",2,1,3,4,4,3,3,53022,7,51,1,1,2,"c(""stunning"", ""robust"", ""easeful"", ""vigilant"", ""comprehensive"")"
"564","M930M","Ethics","V1748V",4,4,5,6,7,5,6,147230,9,30,2,3,2,"c(""offenseless"", ""smart"", ""pretty"", ""perfect"", ""efficient"")"
"565","V241O","Finance","V1626X",4,5,6,5,6,6,NA,61798,9,46,1,1,2,"c(""adorable"", ""secure"", ""powerful"", ""rewarding"", ""delightful"")"
"566","T234M","Finance","Z5440X",3,3,4,3,5,5,5,149745,8,34,2,3,2,"c(""greatest"", ""festive"", ""freehand"", ""noble"", ""creative"")"
"567","O869B","Finance","W7052V",1,5,2,2,2,6,7,54758,3,38,2,2,2,"c(""wellborn"", ""classy"", ""special"", ""flirtatious"", ""romance"")"
"568","R212U","Ethics","V5401Z",1,3,3,3,3,5,5,58498,4,23,1,2,2,"c(""solid"", ""straight"", ""gracile"", ""outgoing"", ""blithe"")"
"569","U580T","R&D","X2508W",3,5,5,5,4,7,7,73249,6,31,2,3,2,"c(""entertaining"", ""winnable"", ""astounding"", ""truthful"", ""exultant"")"
"570","Q436J","R&D","X2508W",5,1,6,6,6,2,3,67377,1,32,2,3,2,"c(""fabulous"", ""honest"", ""successful"", ""riskless"", ""untarnished"")"
"571","R739Y","R&D","W6837Y",1,3,3,3,2,4,5,118029,7,24,2,3,2,"c(""pleasurable"", ""amoristic"", ""pleasing"", ""optimal"", ""comprehensive"")"
"572","I200K","Finance","Z5080X",3,3,4,4,3,3,6,100305,4,24,2,3,2,"c(""loyal"", ""delightful"", ""gentlest"", ""merrier"", ""alert"")"
"573","N423N","R&D","X8503X",5,4,6,7,7,5,6,87028,8,32,1,3,2,"c(""acceptant"", ""inspirational"", ""freethinker"", ""respective"", ""amortizable"")"
"574","J644V","Ethics","V1748V",5,1,6,7,7,2,2,80775,10,40,2,2,2,"c(""apprehensible"", ""genial"", ""poised"", ""incentive"", ""amused"")"
"575","W628H","Ethics","W4935V",2,4,4,5,4,5,5,52983,6,52,2,1,2,"c(""jocular"", ""wellborn"", ""nifty"", ""valued"", ""beautiful"")"
"576","K514D","R&D","X2508W",4,2,5,6,5,4,4,87755,5,54,1,3,2,"c(""convivial"", ""peaceful"", ""mandatory"", ""nicer"", ""contented"")"
"577","F465J","Health","Y9874X",1,5,2,2,2,6,6,59782,6,45,1,2,2,"c(""devoted"", ""optimal"", ""ambivalent"", ""freewheeling"", ""determinately"")"
"578","C309T","R&D","W6837Y",1,2,3,2,3,3,4,75155,7,44,2,3,2,"c(""natural"", ""alive"", ""determinative"", ""substantial"", ""vital"")"
"579","E199Z","R&D","V4859W",2,5,4,3,4,7,6,67997,10,31,1,1,1,"c(""merry"", ""freewheeling"", ""novel"", ""urgent"", ""perfect"")"
"580","Z672J","Health","X3361V",4,4,5,5,5,6,6,131989,5,39,1,3,2,"c(""self-confident"", ""excitative"", ""idealistic"", ""rich"", ""fresh"")"
"581","T524A","Finance","V1626X",1,1,4,3,2,3,2,47819,6,36,1,1,2,"c(""outgoing"", ""accomplished"", ""ardent"", ""valuable"", ""carefree"")"
"582","D744G","Finance","W7052V",2,4,4,3,4,6,5,61385,6,48,2,3,1,"c(""considerate"", ""fervent"", ""beauteous"", ""strong"", ""friendly"")"
"583","U380G","Health","Y9874X",3,4,4,4,4,5,5,53206,5,54,1,2,2,"c(""forgivable"", ""perfect"", ""vigoroso"", ""braver"", ""livelong"")"
"584","M313V","R&D","X2508W",5,4,7,6,6,7,NA,48005,0,37,1,1,2,"c(""sunniest"", ""boldface"", ""virtuous"", ""dynamitic"", ""gallant"")"
"585","V823M","R&D","X8503X",5,3,6,7,6,4,NA,49314,2,31,1,1,2,"c(""honorific"", ""terrorless"", ""palatable"", ""helpful"", ""exultant"")"
"586","C744S","R&D","X8503X",1,2,3,2,2,3,3,47198,4,54,1,1,2,"c(""cutest"", ""wiser"", ""freethinker"", ""calmative"", ""nifty"")"
"587","N287M","R&D","X2508W",3,1,5,5,5,3,2,57420,6,46,1,2,1,"c(""calm"", ""peacemaking"", ""favorable"", ""nicest"", ""zealous"")"
"588","T389Y","DSI","Y7924Z",2,3,3,4,4,5,5,55050,2,37,1,2,2,"c(""intelligent"", ""youthful"", ""celebrated"", ""amused"", ""clear"")"
"589","R766K","Finance","Z5440X",5,2,7,7,7,4,NA,76289,10,54,2,2,2,"c(""nicer"", ""funniest"", ""jubilant"", ""beneficiary"", ""effective"")"
"590","O397I","R&D","V4203Y",4,3,6,5,6,4,5,52808,2,52,1,1,2,"c(""contestable"", ""passionate"", ""wonderful"", ""laughing"", ""perfectionistic"")"
"591","U622G","Health","V3988Z",2,5,3,4,4,7,6,55243,5,41,1,2,2,"c(""isolationism"", ""jaunty"", ""convivial"", ""fervid"", ""tolerant"")"
"592","D615H","Finance","Z5080X",4,5,5,6,5,7,7,68088,8,50,1,1,2,"c(""invulnerable"", ""natural"", ""lively"", ""charitable"", ""superior"")"
"593","A403N","R&D","X8503X",5,4,7,5,7,6,NA,126486,9,24,1,3,2,"c(""advanced"", ""blessed"", ""easier"", ""considerate"", ""special"")"
"594","Y969S","R&D","W6837Y",5,5,6,6,7,7,6,100518,5,48,2,3,2,"c(""joyful"", ""inviting"", ""affectional"", ""beneficial"", ""keen"")"
"595","Z700B","R&D","W6837Y",5,4,6,6,7,5,7,133461,5,43,2,3,2,"c(""strong"", ""heavenly"", ""boldface"", ""positivist"", ""ardent"")"
"596","W239O","Finance","Z4040W",2,2,3,3,4,4,NA,65307,8,26,1,1,2,"c(""rewarding"", ""privileged"", ""giggliest"", ""elegant"", ""important"")"
"597","H318F","Ethics","V1748V",3,4,4,5,4,6,6,54632,2,51,2,2,2,"c(""worshipful"", ""super"", ""divine"", ""tenderhearted"", ""sunnier"")"
"598","J634C","R&D","V4859W",5,1,7,6,7,3,3,76305,10,54,2,1,2,"c(""favorable"", ""dedicated"", ""ambitious"", ""strong"", ""exciting"")"
"599","V317Y","DSI","I511L",4,2,6,5,5,4,2,80059,6,39,2,3,1,"c(""adverse"", ""savage"", ""haunted"", ""abhorrent"", ""missing"")"
"600","V905Z","Ethics","V5401Z",2,1,3,4,3,3,3,76368,10,36,1,2,2,"c(""better"", ""ethical"", ""decisive"", ""funny"", ""freeing"")"
"601","A616S","Ethics","V5401Z",5,1,5,6,6,3,2,46212,0,36,2,1,2,"c(""intellectual"", ""winning"", ""successive"", ""stealthiest"", ""passive"")"
"602","X315J","DSI","Y7924Z",3,5,4,4,4,6,6,57122,6,40,2,2,1,"c(""safe"", ""huggable"", ""freestanding"", ""invincible"", ""spirited"")"
"603","L146P","Health","X3361V",5,5,5,7,6,7,6,71116,3,41,2,3,2,"c(""super"", ""easeful"", ""beautiful"", ""cheerly"", ""fabulous"")"
"604","J480F","R&D","V4203Y",4,2,7,5,5,4,5,49647,1,52,2,1,2,"c(""serene"", ""wonderful"", ""passional"", ""excitative"", ""clean"")"
"605","E663T","Finance","Z4040W",1,5,3,3,2,7,5,69068,8,52,2,1,2,"c(""energetic"", ""sweet"", ""natural"", ""vibrant"", ""clean"")"
"606","O764B","Finance","Z5080X",2,3,3,4,2,4,NA,53623,1,34,1,2,2,"c(""joyful"", ""charming"", ""freethinker"", ""handsomest"", ""happy"")"
"607","X209H","R&D","X8503X",2,3,3,2,3,4,4,46690,6,38,2,1,2,"c(""ambivalent"", ""celebrated"", ""grand"", ""wealthier"", ""gracile"")"
"608","Q604B","Finance","Z5080X",2,1,3,4,3,3,2,56129,6,54,1,2,2,"c(""stout"", ""promising"", ""tensionless"", ""inspiratory"", ""exciting"")"
"609","S592K","Finance","V1626X",3,1,4,5,4,2,2,139590,10,28,1,3,2,"c(""livelong"", ""honorable"", ""braver"", ""competitive"", ""hurtless"")"
"610","J901C","R&D","X8503X",4,4,6,5,4,5,NA,46025,6,33,2,1,2,"c(""freer"", ""livelong"", ""prettied"", ""virtuous"", ""convivial"")"
"611","U847S","Health","X3361V",1,1,2,2,3,2,3,58645,6,27,1,2,2,"c(""amazed"", ""stealthiest"", ""promising"", ""gratifying"", ""playful"")"
"612","R197Z","Finance","Z5440X",3,4,5,5,4,4,6,124871,0,23,2,3,2,"c(""glad"", ""affectionate"", ""idealist"", ""clean"", ""determinately"")"
"613","T902Q","Finance","W7052V",2,1,4,3,3,2,2,78980,1,22,2,3,2,"c(""stable"", ""excited"", ""delighted"", ""unequaled"", ""secure"")"
"614","V848I","Health","Y9874X",2,5,4,3,4,6,7,45977,2,31,1,1,2,"c(""lovely"", ""fresh"", ""agreeable"", ""united"", ""grateful"")"
"615","W337Z","Ethics","W4935V",3,5,4,4,5,6,6,149225,8,46,2,3,2,"c(""responsive"", ""thrilling"", ""blithe"", ""sociable"", ""flexible"")"
"616","R584O","Ethics","V1748V",1,3,2,3,2,4,5,55113,7,51,2,2,1,"c(""easeful"", ""dignified"", ""positive"", ""achievable"", ""heartfelt"")"
"617","Z252O","R&D","X8503X",2,4,4,3,4,6,6,53566,6,45,1,2,1,"c(""grateful"", ""salient"", ""surprising"", ""humoristic"", ""amorous"")"
"618","I446A","Finance","Z5440X",3,4,5,5,5,5,6,45287,3,31,1,1,2,"c(""blissful"", ""wise"", ""amorous"", ""benignant"", ""sincere"")"
"619","V941L","Health","V3988Z",1,3,2,2,2,5,5,86761,1,41,2,3,2,"c(""cheerly"", ""complimentary"", ""accomplished"", ""divine"", ""freeing"")"
"620","S612R","R&D","W6837Y",1,3,3,3,3,5,4,127623,10,29,2,3,2,"c(""lown"", ""energetic"", ""cuter"", ""kissable"", ""super"")"
"621","Z284T","R&D","W6837Y",2,4,5,4,3,6,NA,141365,3,40,2,3,2,"c(""terrorless"", ""gentlest"", ""good"", ""boldface"", ""exclusive"")"
"622","V914O","DSI","I511L",3,3,4,5,5,4,2,46089,6,30,2,1,2,"c(""mistaken"", ""illegal"", ""cowardly"", ""contentious"", ""crazy"")"
"623","G507G","Finance","W7052V",3,5,5,4,4,7,7,139168,8,55,2,3,2,"c(""flawless"", ""immortal"", ""winning"", ""harmonic"", ""apprehensible"")"
"624","V487G","R&D","X8503X",1,3,2,2,2,4,6,133565,4,47,2,3,1,"c(""benignant"", ""delighted"", ""liveliest"", ""doubtless"", ""honorary"")"
"625","L992K","Finance","Z5440X",5,4,6,6,7,6,6,49821,3,53,2,1,2,"c(""relaxer"", ""creative"", ""competitive"", ""jolliest"", ""affectional"")"
"626","J406P","R&D","V4859W",5,3,7,7,6,5,NA,48795,5,26,1,1,2,"c(""freest"", ""determinable"", ""intricate"", ""straight"", ""funniest"")"
"627","I295E","R&D","X2508W",1,4,2,3,2,5,5,79894,10,32,2,2,2,"c(""sympathetic"", ""humoral"", ""gorgeous"", ""enthusiastic"", ""dedicated"")"
"628","M510G","Ethics","W4935V",5,2,7,7,6,4,3,119835,7,32,2,3,2,"c(""humoral"", ""likeable"", ""heroic"", ""ready"", ""jovial"")"
"629","O822Z","Finance","Z5440X",4,4,5,4,5,5,6,77611,2,27,2,3,2,"c(""dedicated"", ""freethinker"", ""intelligible"", ""peculiar"", ""valuable"")"
"630","U203U","Health","Y9874X",4,4,5,6,6,5,NA,79176,10,27,2,2,2,"c(""exciting"", ""endorsed"", ""spirited"", ""excitant"", ""intelligent"")"
"631","S708T","R&D","V4859W",5,5,7,7,7,7,NA,90316,5,37,1,3,2,"c(""healthy"", ""salient"", ""kind"", ""incentive"", ""huggable"")"
"632","U638H","Ethics","V5401Z",4,1,5,5,5,3,3,76795,9,30,2,2,2,"c(""jocular"", ""freebie"", ""chic"", ""charming"", ""fab"")"
"633","F689U","R&D","V4859W",1,5,3,3,2,7,7,57569,2,46,1,2,2,"c(""amoroso"", ""enterprising"", ""resolvable"", ""natural"", ""fearless"")"
"634","F954M","R&D","X8503X",5,1,6,6,6,3,2,163800,8,33,2,3,2,"c(""grateful"", ""pukka"", ""unequaled"", ""worshipful"", ""picturesque"")"
"635","A930S","Finance","Z5440X",3,4,4,5,4,5,NA,49722,0,33,2,1,2,"c(""flawless"", ""important"", ""romance"", ""trusting"", ""impressible"")"
"636","I386F","R&D","W6837Y",2,5,3,4,3,7,7,51520,6,36,1,1,2,"c(""surest"", ""cheery"", ""idealist"", ""benignant"", ""playful"")"
"637","Z574S","R&D","W6837Y",5,4,7,7,6,6,NA,76502,1,27,2,3,2,"c(""isolationism"", ""intellectualistic"", ""appreciatory"", ""incentive"", ""honorable"")"
"638","R769R","R&D","X2508W",5,5,7,6,7,7,NA,74095,9,35,1,1,2,"c(""painless"", ""luckiest"", ""valued"", ""gleeful"", ""well"")"
"639","R610M","R&D","V4203Y",2,5,3,4,3,7,6,52592,4,41,1,1,2,"c(""beloved"", ""profitable"", ""kissable"", ""adventurous"", ""compassionate"")"
"640","E955K","R&D","W6837Y",4,4,6,6,6,6,4,53470,4,41,1,2,2,"c(""radiant"", ""acceptant"", ""amusive"", ""elegant"", ""terrorless"")"
"641","Y575Z","Ethics","V1748V",1,2,2,3,3,4,5,68713,9,35,1,1,2,"c(""free"", ""powerful"", ""sprightly"", ""nice"", ""cool"")"
"642","X128H","R&D","V4203Y",3,3,5,5,4,4,4,69282,1,50,2,3,2,"c(""beloved"", ""jolly"", ""mirthful"", ""blissful"", ""nicest"")"
"643","C980G","Finance","W7052V",4,3,5,5,6,4,4,62693,5,22,2,3,2,"c(""bravest"", ""benefic"", ""humorous"", ""attractive"", ""powerful"")"
"644","V486R","R&D","W6837Y",2,4,3,3,5,6,6,122508,7,24,1,3,2,"c(""surprising"", ""methodical"", ""wiser"", ""kind"", ""vested"")"
"645","N167P","Ethics","W4935V",1,4,3,3,2,5,6,129558,6,47,1,3,2,"c(""chic"", ""valuable"", ""livelong"", ""likeable"", ""beauteous"")"
"646","R751W","Ethics","W4935V",4,2,5,5,6,3,3,102873,5,39,2,3,1,"c(""breathtaking"", ""amazing"", ""warmish"", ""advantageous"", ""proud"")"
"647","G213Q","R&D","W6837Y",1,2,3,2,2,3,4,53458,4,27,1,1,2,"c(""perfectionist"", ""freehand"", ""careful"", ""fabulous"", ""novel"")"
"648","H708N","Finance","Z4040W",2,5,3,3,4,7,NA,54098,0,53,1,1,2,"c(""warmish"", ""joyful"", ""secure"", ""intelligential"", ""solid"")"
"649","Y600R","R&D","X2508W",3,5,4,4,5,7,7,83667,9,45,1,2,2,"c(""intelligential"", ""successful"", ""radiant"", ""agreed"", ""intellectual"")"
"650","Q897K","Finance","Z5080X",1,4,3,2,3,5,5,114067,8,51,1,3,2,"c(""fascinating"", ""terrific"", ""heavenward"", ""agreed"", ""impressionist"")"
"651","H174N","R&D","V4859W",5,3,7,6,6,5,NA,52211,5,50,1,1,1,"c(""zealous"", ""smarty"", ""meaningful"", ""nicer"", ""scrumptious"")"
"652","P196L","R&D","X2508W",5,2,5,6,7,3,3,54775,5,45,1,2,2,"c(""useful"", ""sunshiny"", ""desirable"", ""easeful"", ""dynamitic"")"
"653","L701P","Health","Y9874X",5,2,6,6,6,3,4,56182,2,36,2,2,1,"c(""magnificent"", ""kissable"", ""outstanding"", ""courageous"", ""privileged"")"
"654","W682I","Health","Y9874X",1,1,2,2,3,3,3,86267,4,40,1,3,1,"c(""worshipful"", ""relaxer"", ""romantic"", ""vested"", ""intellectualistic"")"
"655","Y836O","R&D","V4203Y",4,1,5,5,6,3,2,55998,3,31,2,2,1,"c(""fumeless"", ""invulnerable"", ""capable"", ""funnier"", ""frisky"")"
"656","X664E","Ethics","W4935V",2,3,3,4,4,4,NA,118879,1,48,1,3,1,"c(""lively"", ""relaxant"", ""sweet"", ""blameless"", ""clean"")"
"657","O958Z","Finance","Z5440X",2,1,3,4,3,3,2,48981,3,51,1,1,1,"c(""favorite"", ""entertaining"", ""perfective"", ""pressureless"", ""party"")"
"658","I254O","Health","V3988Z",5,2,7,6,7,4,NA,55146,4,25,1,2,2,"c(""warmish"", ""efficient"", ""assurgent"", ""resolvent"", ""special"")"
"659","J903O","Finance","W7052V",2,4,3,4,3,5,5,45319,0,35,1,1,2,"c(""amusive"", ""vibrant"", ""wiser"", ""innovative"", ""charitable"")"
"660","Z385P","R&D","V4859W",1,3,3,4,3,5,5,54212,3,50,1,1,2,"c(""natural"", ""optimistic"", ""growing"", ""perfective"", ""inviting"")"
"661","Y405Z","Health","Y9874X",2,3,5,3,3,5,5,52753,5,28,1,1,2,"c(""merrier"", ""prettied"", ""livelier"", ""precious"", ""clean"")"
"662","L925K","Finance","Z4040W",5,2,6,7,7,3,NA,47363,4,26,1,1,2,"c(""sunshiny"", ""fresh"", ""strongish"", ""united"", ""peaceable"")"
"663","J507L","R&D","X8503X",4,4,6,5,5,6,NA,59675,5,54,2,2,2,"c(""defensible"", ""engaging"", ""suave"", ""humoristic"", ""ambitious"")"
"664","H842L","Finance","W7052V",3,4,4,4,4,6,5,91723,6,44,2,3,2,"c(""creative"", ""stealthiest"", ""jubilant"", ""engaging"", ""freehold"")"
