"id"|"team"|"manager"|"jobTasksSDSA"|"jobBalanceSDSA"|"jobPaySDSA"|"jobRecognitionSDSA"|"jobAdvancementSDSA"|"jobCoworkersSDSA"|"jobManagementSDSA"|"salary"|"tenure"
"1138"|"A851F"|"R&D"|"Y3553W"|"6"|"3"|"7"|"7"|"7"|"5"|"5"|"159669"|"8"
"1139"|"L688G"|"Health"|"W8102W"|"5"|"7"|"6"|"6"|"7"|"7"|"7"|"55774"|"4"
"1140"|"Q229B"|"Ethics"|"X8022Z"|"1"|"1"|"3"|"2"|"2"|"3"|"2"|"109300"|"9"
"1141"|"Q545H"|"Finance"|"X7645X"|"1"|"5"|"3"|"2"|"3"|"7"|NA|"55625"|"3"
"1142"|"C676D"|"Health"|"Z4101Z"|"7"|"2"|"7"|"7"|"7"|"3"|"3"|"56030"|"3"
"1143"|"D148Q"|"Health"|"V7487V"|"5"|"6"|"6"|"6"|"7"|"7"|"7"|"58409"|"6"
"1144"|"W794I"|"R&D"|"X8066X"|"2"|"4"|"3"|"4"|"4"|"6"|"5"|"126364"|"7"
"1145"|"M433U"|"Health"|"Z4101Z"|"6"|"6"|"7"|"7"|"7"|"7"|"7"|"45074"|"1"
"1146"|"Z151O"|"Finance"|"Y9641W"|"2"|"3"|"3"|"3"|"4"|"5"|"4"|"48079"|"0"
"1147"|"R586Z"|"R&D"|"Y3553W"|"2"|"1"|"4"|"4"|"3"|"3"|"3"|"67783"|"10"
"1148"|"B799S"|"Health"|"Z4101Z"|"1"|"7"|"4"|"3"|"3"|"7"|"7"|"50177"|"1"
"1149"|"K859E"|"Finance"|"Y4468Y"|"2"|"5"|"3"|"3"|"4"|"6"|"7"|"74608"|"10"
"1150"|"I952D"|"Health"|"V7487V"|"5"|"4"|"7"|"6"|"6"|"6"|"5"|"67638"|"8"
"1151"|"N656L"|"Finance"|"Z7298V"|"7"|"7"|"7"|"7"|"7"|"7"|"7"|"58369"|"6"
"1152"|"A661W"|"R&D"|"X3607X"|"5"|"4"|"7"|"5"|"7"|"6"|NA|"163425"|"8"
"1153"|"D913S"|"Finance"|"X7645X"|"6"|"7"|"7"|"7"|"7"|"7"|"7"|"47953"|"1"
"1154"|"D100F"|"Finance"|"Y7685W"|"5"|"6"|"6"|"7"|"7"|"7"|"7"|"122753"|"5"
"1155"|"S182Z"|"R&D"|"Y3553W"|"6"|"1"|"7"|"7"|"7"|"3"|"2"|"83194"|"8"
"1156"|"U578V"|"Health"|"Z4101Z"|"7"|"6"|"7"|"7"|"7"|"7"|"7"|"51552"|"0"
"1157"|"J868H"|"Ethics"|"W2205Z"|"3"|"5"|"5"|"5"|"4"|"7"|"6"|"68521"|"10"
"1158"|"F189Y"|"Finance"|"Z7298V"|"5"|"1"|"6"|"7"|"6"|"3"|"2"|"89386"|"6"
"1159"|"F882B"|"Ethics"|"X8022Z"|"1"|"6"|"2"|"2"|"2"|"7"|"7"|"46285"|"3"
"1160"|"C320E"|"R&D"|"X3607X"|"6"|"2"|"7"|"7"|"7"|"4"|"4"|"98712"|"10"
"1161"|"P681Q"|"DSI"|"I511L"|"5"|"3"|"7"|"6"|"7"|"5"|"3"|"110541"|"7"
"1162"|"I237I"|"R&D"|"Z2464Y"|"5"|"4"|"6"|"7"|"6"|"5"|NA|"107151"|"8"
"1163"|"U733W"|"Finance"|"Y7685W"|"7"|"1"|"7"|"7"|"7"|"3"|NA|"50802"|"5"
"1164"|"V826G"|"Health"|"V7487V"|"1"|"2"|"2"|"3"|"2"|"3"|"3"|"89142"|"9"
"1165"|"A612J"|"Ethics"|"W7742X"|"5"|"2"|"7"|"6"|"6"|"3"|"3"|"105959"|"0"
"1166"|"W914T"|"Finance"|"Y9641W"|"4"|"1"|"6"|"5"|"5"|"3"|"4"|"73390"|"10"
"1167"|"E546T"|"Ethics"|"W7742X"|"3"|"4"|"5"|"5"|"4"|"6"|"5"|"88349"|"3"
"1168"|"Z160Y"|"Finance"|"Z7298V"|"4"|"7"|"6"|"5"|"5"|"7"|NA|"171542"|"9"
"1169"|"Y549F"|"Ethics"|"X8022Z"|"4"|"3"|"6"|"6"|"6"|"5"|NA|"54443"|"4"
"1170"|"C504M"|"R&D"|"Y3553W"|"5"|"4"|"7"|"7"|"7"|"6"|"7"|"74523"|"2"
"1171"|"S917P"|"R&D"|"X3607X"|"2"|"5"|"4"|"4"|"3"|"5"|"6"|"53247"|"4"
"1172"|"V373C"|"Ethics"|"W7742X"|"4"|"7"|"5"|"5"|"5"|"7"|"7"|"57987"|"2"
"1173"|"B320P"|"Health"|"V7487V"|"7"|"6"|"7"|"7"|"7"|"7"|"7"|"119576"|"10"
"1174"|"H951R"|"Finance"|"Z7298V"|"1"|"7"|"3"|"2"|"2"|"7"|"7"|"88548"|"3"
"1175"|"N277M"|"R&D"|"X8066X"|"7"|"3"|"7"|"7"|"7"|"4"|"5"|"45098"|"0"
"1176"|"G786Z"|"Ethics"|"W2205Z"|"6"|"5"|"7"|"7"|"7"|"7"|NA|"63265"|"8"
"1177"|"H194S"|"Finance"|"Z7298V"|"5"|"4"|"7"|"7"|"6"|"6"|"4"|"49436"|"3"
"1178"|"U475O"|"Health"|"W8102W"|"4"|"3"|"6"|"6"|"6"|"4"|NA|"55806"|"7"
"1179"|"D406A"|"Health"|"V7487V"|"6"|"1"|"7"|"7"|"7"|"2"|"3"|"65146"|"4"
"1180"|"O110H"|"Finance"|"Y9641W"|"4"|"5"|"5"|"6"|"6"|"7"|"7"|"80442"|"0"
"1181"|"R259G"|"Finance"|"X7645X"|"3"|"1"|"4"|"4"|"5"|"2"|"3"|"47386"|"5"
"1182"|"T236C"|"Finance"|"Y4468Y"|"3"|"7"|"4"|"4"|"5"|"7"|"7"|"141116"|"2"
"1183"|"W652A"|"Health"|"W8102W"|"1"|"2"|"2"|"2"|"2"|"3"|"3"|"59020"|"5"
"1184"|"H309K"|"R&D"|"X8066X"|"3"|"6"|"4"|"4"|"5"|"7"|"7"|"48772"|"4"
"1185"|"V222I"|"Finance"|"Y7685W"|"5"|"3"|"6"|"6"|"6"|"4"|"4"|"50848"|"7"
"1186"|"E751J"|"Ethics"|"X8022Z"|"2"|"3"|"4"|"3"|"4"|"5"|"5"|"48245"|"7"
"1187"|"Y184Z"|"Ethics"|"X8022Z"|"1"|"2"|"3"|"2"|"2"|"3"|"4"|"96049"|"5"
"1188"|"B364U"|"Finance"|"Z7298V"|"2"|"2"|"3"|"4"|"4"|"4"|"3"|"132440"|"2"
"1189"|"I359Q"|"Health"|"W8102W"|"5"|"2"|"6"|"6"|"7"|"3"|"4"|"74469"|"6"
"1190"|"I889G"|"Ethics"|"W7742X"|"7"|"4"|"7"|"7"|"7"|"5"|"4"|"118464"|"2"
"1191"|"V109T"|"Finance"|"Y9641W"|"2"|"4"|"4"|"3"|"3"|"5"|"5"|"92551"|"8"
"1192"|"F877I"|"Health"|"V7487V"|"3"|"3"|"4"|"4"|"4"|"5"|"4"|"135038"|"4"
"1193"|"M543R"|"Finance"|"Z7298V"|"1"|"7"|"3"|"3"|"3"|"7"|"7"|"46124"|"5"
"1194"|"U634Z"|"Finance"|"Y7685W"|"4"|"7"|"6"|"7"|"5"|"7"|"7"|"56684"|"1"
"1195"|"F416S"|"R&D"|"X8066X"|"1"|"6"|"3"|"2"|"4"|"7"|"7"|"45977"|"1"
"1196"|"D419I"|"Health"|"Z4101Z"|"3"|"3"|"5"|"5"|"4"|"5"|"5"|"57088"|"5"
"1197"|"W212C"|"Ethics"|"W7742X"|"2"|"2"|"3"|"4"|"3"|"4"|"3"|"63902"|"8"
"1198"|"F153Q"|"Finance"|"Y7685W"|"5"|"6"|"6"|"7"|"6"|"7"|"7"|"141235"|"5"
"1199"|"G104T"|"Finance"|"X7645X"|"3"|"4"|"5"|"5"|"5"|"5"|"5"|"158465"|"9"
"1200"|"H789H"|"R&D"|"X8066X"|"1"|"5"|"2"|"4"|"3"|"6"|"6"|"53451"|"4"
"1201"|"O415R"|"Finance"|"Z7298V"|"1"|"4"|"3"|"3"|"2"|"5"|"6"|"132164"|"1"
"1202"|"Z996B"|"Finance"|"Y9641W"|"1"|"3"|"2"|"2"|"3"|"4"|"4"|"59976"|"4"
"1203"|"Z373P"|"Health"|"Z4101Z"|"3"|"4"|"5"|"5"|"4"|"5"|"5"|"64508"|"10"
"1204"|"D740T"|"DSI"|"V8472W"|"1"|"4"|"2"|"2"|"2"|"5"|"6"|"46223"|"6"
"1205"|"A683Y"|"R&D"|"X3607X"|"4"|"2"|"6"|"5"|"5"|"4"|"4"|"105585"|"0"
"1206"|"F712I"|"Finance"|"Y9641W"|"1"|"7"|"3"|"2"|"1"|"7"|"7"|"55278"|"6"
"1207"|"J642Z"|"Finance"|"Y9641W"|"1"|"3"|"3"|"2"|"3"|"5"|"4"|"77166"|"3"
"1208"|"N175D"|"Health"|"W8102W"|"7"|"4"|"7"|"7"|"7"|"5"|"6"|"104764"|"3"
"1209"|"H320C"|"Finance"|"Z7298V"|"3"|"5"|"4"|"6"|"6"|"6"|"7"|"72687"|"9"
"1210"|"F658W"|"Finance"|"Y7685W"|"3"|"2"|"4"|"4"|"5"|"3"|"4"|"80389"|"9"
"1211"|"E186Y"|"Ethics"|"W2205Z"|"4"|"4"|"5"|"5"|"5"|"5"|"6"|"130116"|"1"
"1212"|"O823R"|"Finance"|"Y7685W"|"6"|"4"|"7"|"7"|"7"|"5"|NA|"46540"|"5"
"1213"|"F339P"|"Finance"|"Y7685W"|"5"|"7"|"7"|"7"|"6"|"7"|NA|"101412"|"0"
"1214"|"T235C"|"Finance"|"X7645X"|"4"|"1"|"5"|"5"|"5"|"2"|"3"|"50769"|"6"
"1215"|"B396R"|"R&D"|"V4497X"|"5"|"1"|"6"|"6"|"7"|"2"|"2"|"51108"|"1"
"1216"|"I524J"|"DSI"|"V8472W"|"7"|"7"|"7"|"7"|"7"|"7"|"7"|"120091"|"4"
"1217"|"M647F"|"R&D"|"Y3553W"|"5"|"1"|"7"|"7"|"6"|"3"|"2"|"76857"|"8"
"1218"|"J965K"|"R&D"|"X8066X"|"6"|"7"|"7"|"7"|"7"|"7"|"7"|"73812"|"8"
"1219"|"A426G"|"Health"|"V7487V"|"5"|"2"|"6"|"6"|"7"|"4"|"4"|"57931"|"2"
"1220"|"F117T"|"R&D"|"X3607X"|"4"|"2"|"6"|"5"|"4"|"3"|"3"|"78229"|"6"
"1221"|"D643W"|"Finance"|"Y9641W"|"2"|"6"|"3"|"4"|"3"|"7"|"7"|"52127"|"7"
"1222"|"K412D"|"Health"|"W8102W"|"6"|"6"|"7"|"7"|"7"|"7"|"7"|"149010"|"6"
"1223"|"X114Q"|"Health"|"V7487V"|"7"|"3"|"7"|"7"|"7"|"5"|NA|"45820"|"1"
"1224"|"D988X"|"Health"|"W8102W"|"7"|"3"|"7"|"7"|"7"|"4"|"3"|"52933"|"1"
"1225"|"O630L"|"Health"|"Z4101Z"|"4"|"5"|"5"|"6"|"6"|"6"|"6"|"56733"|"3"
"1226"|"H345M"|"DSI"|"V8472W"|"1"|"1"|"3"|"2"|"3"|"3"|"1"|"54078"|"4"
"1227"|"X883F"|"Health"|"Z4101Z"|"7"|"1"|"7"|"7"|"7"|"3"|"3"|"141473"|"4"
"1228"|"Y158L"|"Finance"|"Y9641W"|"1"|"4"|"2"|"3"|"3"|"6"|"6"|"71126"|"9"
"1229"|"O119F"|"R&D"|"Y3553W"|"7"|"6"|"7"|"7"|"7"|"7"|NA|"86344"|"3"
"1230"|"H816L"|"Ethics"|"W2205Z"|"1"|"4"|"2"|"3"|"2"|"5"|"6"|"100113"|"9"
"1231"|"L199B"|"Health"|"V7487V"|"1"|"3"|"2"|"3"|"3"|"4"|"4"|"57181"|"1"
"1232"|"I566Y"|"Health"|"W8102W"|"5"|"3"|"6"|"7"|"6"|"4"|"4"|"79648"|"8"
"1233"|"Y219I"|"R&D"|"Z2464Y"|"4"|"4"|"5"|"5"|"5"|"5"|"5"|"52579"|"5"
"1234"|"I986Q"|"R&D"|"Z2464Y"|"6"|"6"|"7"|"7"|"7"|"7"|"7"|"57475"|"2"
"1235"|"P524N"|"Finance"|"Y9641W"|"1"|"1"|"2"|"3"|"2"|"2"|"3"|"53134"|"6"
"1236"|"X969T"|"Finance"|"Y9641W"|"6"|"5"|"7"|"7"|"7"|"7"|NA|"54490"|"0"
"1237"|"S464I"|"Finance"|"X7645X"|"6"|"1"|"7"|"7"|"7"|"3"|"3"|"51907"|"1"
"1238"|"S778Z"|"R&D"|"X3607X"|"2"|"5"|"3"|"4"|"3"|"7"|"6"|"48419"|"1"
"1239"|"A103R"|"Ethics"|"W7742X"|"7"|"1"|"7"|"7"|"7"|"3"|"3"|"53384"|"0"
"1240"|"F719G"|"Ethics"|"X8022Z"|"1"|"2"|"3"|"2"|"3"|"3"|"3"|"56259"|"7"
"1241"|"G596C"|"Finance"|"Y9641W"|"1"|"6"|"1"|"3"|"2"|"7"|"7"|"80780"|"9"
"1242"|"O882D"|"Ethics"|"W2205Z"|"5"|"2"|"6"|"7"|"7"|"3"|"2"|"56655"|"7"
"1243"|"W459M"|"Health"|"W8102W"|"2"|"1"|"3"|"4"|"3"|"2"|"3"|"50194"|"3"
"1244"|"U148Z"|"R&D"|"Z2464Y"|"4"|"4"|"5"|"5"|"6"|"6"|NA|"56568"|"2"
"1245"|"K316C"|"Finance"|"X7645X"|"1"|"4"|"4"|"3"|"3"|"5"|"6"|"50301"|"5"
"1246"|"E300Q"|"R&D"|"X8066X"|"2"|"1"|"3"|"4"|"4"|"2"|"3"|"54019"|"0"
"1247"|"Q530T"|"Finance"|"Y9641W"|"4"|"5"|"6"|"6"|"5"|"6"|"6"|"121589"|"5"
"1248"|"E776W"|"Finance"|"Z7298V"|"3"|"4"|"5"|"4"|"5"|"6"|"5"|"71061"|"8"
"1249"|"P151E"|"R&D"|"X3607X"|"1"|"1"|"3"|"3"|"2"|"2"|"3"|"118064"|"2"
"1250"|"X900M"|"Health"|"W8102W"|"1"|"4"|"3"|"3"|"3"|"5"|"6"|"45489"|"4"
"1251"|"M194D"|"R&D"|"V4497X"|"7"|"1"|"7"|"7"|"7"|"2"|"2"|"49850"|"0"
"1252"|"A192M"|"DSI"|"I511L"|"1"|"6"|"3"|"2"|"3"|"7"|"5"|"59694"|"5"
"1253"|"Q283Y"|"Finance"|"Y7685W"|"7"|"7"|"7"|"7"|"7"|"7"|"7"|"134589"|"4"
"1254"|"U824R"|"R&D"|"V4497X"|"6"|"2"|"7"|"7"|"7"|"4"|"4"|"109535"|"7"
"1255"|"C372F"|"DSI"|"V8472W"|"6"|"4"|"7"|"7"|"7"|"5"|"5"|"77569"|"10"
"1256"|"H708A"|"Health"|"Z4101Z"|"5"|"5"|"7"|"6"|"6"|"5"|NA|"75934"|"1"
"1257"|"H709L"|"Health"|"W8102W"|"3"|"4"|"5"|"4"|"4"|"5"|"6"|"59755"|"6"
"1258"|"G985Z"|"Finance"|"Z7298V"|"4"|"3"|"5"|"5"|"6"|"5"|NA|"50184"|"1"
"1259"|"Z426G"|"DSI"|"I511L"|"7"|"1"|"7"|"7"|"7"|"3"|"0"|"149891"|"2"
"1260"|"G119J"|"Health"|"W8102W"|"2"|"5"|"3"|"4"|"3"|"6"|"6"|"162461"|"10"
"1261"|"T911P"|"R&D"|"V4497X"|"1"|"6"|"2"|"1"|"2"|"7"|"7"|"76507"|"5"
"1262"|"M732V"|"Ethics"|"W7742X"|"7"|"6"|"7"|"7"|"7"|"7"|"7"|"107234"|"6"
"1263"|"Q904W"|"Health"|"W8102W"|"4"|"4"|"5"|"6"|"6"|"6"|NA|"52232"|"3"
"1264"|"L463X"|"Finance"|"Y4468Y"|"5"|"7"|"6"|"7"|"7"|"7"|"7"|"54832"|"4"
"1265"|"F225J"|"R&D"|"X8066X"|"7"|"3"|"7"|"7"|"7"|"4"|NA|"54988"|"2"
"1266"|"J759T"|"R&D"|"Z2464Y"|"1"|"1"|"2"|"3"|"3"|"4"|"3"|"58053"|"1"
"1267"|"V407X"|"Finance"|"Z7298V"|"6"|"4"|"7"|"7"|"7"|"5"|NA|"118689"|"0"
"1268"|"R149T"|"R&D"|"X8066X"|"6"|"2"|"7"|"6"|"7"|"2"|"4"|"54953"|"4"
"1269"|"V928F"|"Health"|"Z4101Z"|"5"|"2"|"7"|"5"|"7"|"4"|"4"|"138156"|"10"
"1270"|"B895E"|"R&D"|"Z2464Y"|"1"|"2"|"2"|"3"|"2"|"3"|"3"|"55408"|"0"
"1271"|"U981Y"|"Health"|"V7487V"|"1"|"1"|"3"|"3"|"2"|"2"|"3"|"90952"|"7"
"1272"|"C682X"|"Finance"|"Y4468Y"|"5"|"1"|"7"|"6"|"7"|"2"|"2"|"53634"|"6"
"1273"|"L783R"|"Finance"|"Y4468Y"|"7"|"5"|"7"|"7"|"7"|"7"|"7"|"102803"|"5"
"1274"|"Z393S"|"Finance"|"X7645X"|"7"|"3"|"7"|"7"|"7"|"4"|NA|"58028"|"6"
"1275"|"W465U"|"R&D"|"Z2464Y"|"7"|"5"|"7"|"7"|"7"|"7"|NA|"59331"|"2"
"1276"|"B654E"|"Finance"|"X7645X"|"2"|"5"|"3"|"3"|"3"|"7"|"6"|"47069"|"3"
"1277"|"D783D"|"Ethics"|"X8022Z"|"5"|"5"|"6"|"6"|"7"|"7"|"7"|"140155"|"3"
"1278"|"Q111A"|"Finance"|"Y7685W"|"3"|"6"|"5"|"5"|"4"|"7"|"7"|"76720"|"10"
"1279"|"C869F"|"Health"|"V7487V"|"7"|"5"|"7"|"7"|"7"|"6"|"7"|"47383"|"1"
"1280"|"G491D"|"Health"|"V7487V"|"3"|"6"|"5"|"5"|"4"|"7"|NA|"48177"|"4"
"1281"|"X528A"|"Finance"|"Y9641W"|"4"|"4"|"6"|"5"|"5"|"6"|NA|"125640"|"7"
"1282"|"B595V"|"Finance"|"X7645X"|"3"|"3"|"5"|"5"|"4"|"5"|"5"|"48985"|"5"
"1283"|"B123H"|"R&D"|"V4497X"|"5"|"6"|"6"|"7"|"7"|"7"|"7"|"55307"|"0"
"1284"|"Z935K"|"Finance"|"Z7298V"|"3"|"3"|"4"|"6"|"5"|"5"|"5"|"77637"|"8"
"1285"|"I936K"|"R&D"|"X8066X"|"3"|"7"|"5"|"5"|"5"|"7"|"7"|"92111"|"5"
"1286"|"K786L"|"Finance"|"Y7685W"|"6"|"2"|"7"|"7"|"7"|"3"|"3"|"57262"|"6"
"1287"|"O873G"|"R&D"|"Y3553W"|"3"|"4"|"4"|"5"|"4"|"5"|"6"|"166830"|"8"
"1288"|"R897O"|"R&D"|"Y3553W"|"4"|"2"|"6"|"6"|"5"|"4"|"4"|"90985"|"5"
"1289"|"V844B"|"R&D"|"X3607X"|"4"|"6"|"5"|"4"|"6"|"7"|"7"|"47801"|"4"
"1290"|"C618S"|"Ethics"|"X8022Z"|"7"|"4"|"7"|"7"|"7"|"6"|"5"|"49629"|"3"
"1291"|"Y551L"|"Finance"|"Z7298V"|"3"|"7"|"5"|"5"|"5"|"7"|"7"|"67685"|"1"
"1292"|"N601L"|"Ethics"|"X8022Z"|"2"|"3"|"4"|"3"|"4"|"4"|"4"|"126139"|"5"
"1293"|"H171P"|"R&D"|"Z2464Y"|"2"|"3"|"3"|"3"|"4"|"4"|"5"|"115859"|"6"
"1294"|"R245S"|"R&D"|"V4497X"|"3"|"5"|"4"|"4"|"4"|"7"|"6"|"104067"|"7"
"1295"|"A383I"|"R&D"|"Y3553W"|"4"|"3"|"5"|"5"|"5"|"4"|"5"|"49620"|"4"
"1296"|"Y859P"|"Health"|"Z4101Z"|"2"|"4"|"4"|"4"|"3"|"5"|"7"|"123967"|"6"
"1297"|"Q654J"|"R&D"|"X8066X"|"7"|"1"|"7"|"7"|"7"|"3"|"2"|"78466"|"8"
"1298"|"D669L"|"Finance"|"Y7685W"|"2"|"5"|"3"|"3"|"4"|"7"|"6"|"71779"|"8"
"1299"|"S965N"|"R&D"|"V4497X"|"4"|"3"|"4"|"5"|"5"|"5"|"5"|"171342"|"10"
"1300"|"X421X"|"Ethics"|"W7742X"|"5"|"5"|"7"|"6"|"7"|"7"|"7"|"47523"|"6"
"1301"|"D254I"|"Finance"|"X7645X"|"7"|"4"|"7"|"7"|"7"|"5"|"6"|"53846"|"2"
"1302"|"M734P"|"R&D"|"X8066X"|"2"|"3"|"3"|"3"|"4"|"5"|"6"|"113946"|"0"
"1303"|"I424A"|"Ethics"|"X8022Z"|"5"|"7"|"7"|"7"|"7"|"7"|"7"|"51603"|"4"
"1304"|"E413J"|"Health"|"Z4101Z"|"7"|"5"|"7"|"7"|"7"|"7"|"7"|"58247"|"2"
"1305"|"U254A"|"Finance"|"Y7685W"|"5"|"6"|"6"|"6"|"6"|"7"|"7"|"74809"|"3"
"1306"|"A814N"|"R&D"|"Z2464Y"|"1"|"6"|"3"|"3"|"1"|"7"|"7"|"59231"|"1"
"1307"|"G982R"|"R&D"|"Y3553W"|"6"|"7"|"7"|"7"|"7"|"7"|"7"|"141905"|"2"
"1308"|"F810S"|"Health"|"V7487V"|"5"|"1"|"6"|"7"|"6"|"2"|"3"|"47879"|"4"
"1309"|"G348J"|"R&D"|"Y3553W"|"7"|"3"|"7"|"7"|"7"|"5"|"4"|"118920"|"1"
"1310"|"I590H"|"Ethics"|"W2205Z"|"3"|"1"|"5"|"4"|"4"|"3"|"3"|"144919"|"5"
"1311"|"W415F"|"Finance"|"Y4468Y"|"4"|"7"|"5"|"4"|"5"|"7"|"7"|"73252"|"8"
"1312"|"I416Q"|"R&D"|"X8066X"|"3"|"4"|"4"|"4"|"5"|"5"|"6"|"138641"|"8"
"1313"|"T239N"|"Finance"|"X7645X"|"5"|"6"|"7"|"6"|"7"|"7"|NA|"111554"|"1"
"1314"|"H598C"|"R&D"|"X3607X"|"3"|"4"|"4"|"4"|"5"|"6"|"6"|"148871"|"6"
"1315"|"A474R"|"Finance"|"Y4468Y"|"2"|"4"|"3"|"4"|"3"|"5"|"5"|"151706"|"10"
"1316"|"G911S"|"Health"|"W8102W"|"6"|"2"|"7"|"7"|"7"|"4"|"4"|"53702"|"4"
"1317"|"G990Q"|"R&D"|"V4497X"|"2"|"7"|"3"|"4"|"4"|"7"|"7"|"50533"|"2"
"1318"|"S916V"|"Finance"|"Y4468Y"|"6"|"5"|"7"|"7"|"7"|"6"|"7"|"52167"|"0"
"1319"|"H560Y"|"Finance"|"Y7685W"|"4"|"7"|"6"|"6"|"5"|"7"|"7"|"59142"|"2"
"1320"|"F937R"|"DSI"|"V8472W"|"7"|"1"|"7"|"7"|"7"|"2"|"3"|"53290"|"4"
"1321"|"D819U"|"Ethics"|"X8022Z"|"2"|"5"|"3"|"4"|"4"|"6"|NA|"114793"|"5"
"1322"|"M787N"|"Finance"|"Z7298V"|"1"|"7"|"2"|"2"|"2"|"7"|"7"|"70397"|"8"
"1323"|"G747F"|"Health"|"Z4101Z"|"6"|"5"|"7"|"7"|"7"|"6"|"7"|"55055"|"5"
"1324"|"O846O"|"Finance"|"X7645X"|"5"|"1"|"6"|"7"|"6"|"3"|"3"|"59187"|"5"
"1325"|"N707P"|"R&D"|"X8066X"|"5"|"3"|"6"|"6"|"7"|"5"|NA|"99627"|"6"
"1326"|"Z555O"|"Finance"|"Y9641W"|"2"|"4"|"3"|"4"|"3"|"5"|"5"|"72598"|"8"
"1327"|"T642U"|"R&D"|"Y3553W"|"4"|"3"|"5"|"5"|"6"|"4"|"5"|"57474"|"0"
"1328"|"W933X"|"R&D"|"V4497X"|"5"|"3"|"7"|"6"|"7"|"5"|"4"|"75737"|"10"
"1329"|"B129X"|"R&D"|"X3607X"|"4"|"3"|"6"|"5"|"6"|"4"|"4"|"45481"|"5"
"1330"|"C456V"|"R&D"|"Z2464Y"|"5"|"6"|"6"|"7"|"7"|"7"|"7"|"67188"|"10"
"1331"|"C349Q"|"Finance"|"Y9641W"|"4"|"5"|"6"|"6"|"5"|"7"|NA|"56060"|"0"
"1332"|"D258O"|"DSI"|"V8472W"|"6"|"1"|"7"|"7"|"7"|"2"|"2"|"57638"|"1"
"1333"|"Q791M"|"R&D"|"X3607X"|"2"|"7"|"4"|"4"|"3"|"7"|"7"|"81186"|"3"
"1334"|"C830O"|"R&D"|"Y3553W"|"7"|"7"|"7"|"7"|"7"|"7"|"7"|"59170"|"3"
"1335"|"O767H"|"Finance"|"Y7685W"|"5"|"6"|"6"|"7"|"7"|"7"|"7"|"53083"|"1"
"1336"|"T520R"|"Finance"|"Y7685W"|"5"|"3"|"6"|"6"|"6"|"5"|NA|"77364"|"9"
"1337"|"M794R"|"Health"|"Z4101Z"|"1"|"4"|"2"|"2"|"2"|"5"|"5"|"53923"|"0"
"1338"|"G826K"|"Finance"|"Y4468Y"|"4"|"4"|"5"|"6"|"6"|"5"|"5"|"131134"|"3"
"1339"|"G192U"|"R&D"|"X8066X"|"7"|"4"|"7"|"7"|"7"|"6"|"6"|"73259"|"9"
"1340"|"M374W"|"R&D"|"X3607X"|"5"|"7"|"6"|"7"|"7"|"7"|"7"|"141676"|"10"
"1341"|"F566U"|"Finance"|"X7645X"|"1"|"7"|"2"|"2"|"3"|"7"|"7"|"52948"|"4"
"1342"|"H404Q"|"Ethics"|"W2205Z"|"4"|"1"|"5"|"5"|"5"|"2"|"3"|"110132"|"5"
"1343"|"A864B"|"Ethics"|"W2205Z"|"6"|"7"|"7"|"7"|"7"|"7"|"7"|"47627"|"7"
"1344"|"H591N"|"Finance"|"Y9641W"|"4"|"7"|"6"|"6"|"5"|"7"|"7"|"82565"|"9"
"1345"|"H632T"|"Health"|"W8102W"|"6"|"3"|"7"|"7"|"7"|"4"|"4"|"77734"|"8"
"1346"|"N190Y"|"Finance"|"Y7685W"|"2"|"4"|"3"|"4"|"4"|"5"|"6"|"53259"|"2"
"1347"|"I169K"|"R&D"|"Z2464Y"|"4"|"6"|"6"|"6"|"6"|"7"|"7"|"90988"|"9"
"1348"|"Q622N"|"Finance"|"Y4468Y"|"4"|"2"|"6"|"6"|"6"|"3"|"3"|"63943"|"8"
"1349"|"Z595B"|"Health"|"V7487V"|"5"|"1"|"6"|"7"|"6"|"4"|"3"|"54169"|"0"
"1350"|"Y389E"|"Health"|"W8102W"|"4"|"5"|"6"|"5"|"5"|"7"|"6"|"139836"|"5"
"1351"|"Q265T"|"Finance"|"Y7685W"|"5"|"2"|"6"|"6"|"6"|"4"|"4"|"72700"|"3"
"1352"|"C418V"|"Ethics"|"W2205Z"|"1"|"7"|"2"|"3"|"2"|"7"|"7"|"47378"|"2"
"1353"|"O673O"|"Health"|"W8102W"|"2"|"4"|"3"|"3"|"3"|"6"|"6"|"131572"|"9"
"1354"|"I547V"|"R&D"|"X8066X"|"2"|"4"|"4"|"3"|"4"|"5"|"6"|"49062"|"1"
"1355"|"E921L"|"R&D"|"X8066X"|"7"|"4"|"7"|"7"|"7"|"5"|"6"|"53970"|"5"
"1356"|"K356H"|"R&D"|"Y3553W"|"6"|"5"|"7"|"7"|"7"|"6"|"7"|"69746"|"1"
"1357"|"Z540R"|"Health"|"V7487V"|"2"|"2"|"3"|"3"|"4"|"4"|"3"|"140556"|"9"
"1358"|"P842N"|"Finance"|"Y4468Y"|"1"|"7"|"3"|"3"|"2"|"7"|NA|"78870"|"3"
"1359"|"O343O"|"R&D"|"Z2464Y"|"2"|"6"|"3"|"3"|"3"|"7"|"7"|"49721"|"6"
"1360"|"O433A"|"Health"|"V7487V"|"2"|"1"|"4"|"3"|"4"|"2"|"2"|"49924"|"1"
"1361"|"C422X"|"R&D"|"Z2464Y"|"6"|"1"|"7"|"7"|"7"|"2"|"3"|"71692"|"3"
