,Data,Countries,Local,Industry Sector,Accident Level,Potential Accident Level,Genre,Employee or Third Party,Critical Risk,Description
196,8/2/2016 0:00,Country_02,Local_02,Mining,I,III,Male,Third Party (Remote),Others,"When opened the access ladder of the people carrying Truck the employee had his right hand pressed into the support bracket of the same, suffering a superficial injury."
197,8/1/2016 0:00,Country_02,Local_05,Metals,II,III,Female,Third Party,Manual Tools,The employee of partner company GR reports that she was cutting watermelon when she injured her 2nd chirodactilo of the left hand with the knife.
198,8/2/2016 0:00,Country_03,Local_10,Others,I,I,Male,Third Party,Bees,"The mincing team was carrying out activities in the city of Juína and was coordinated by mining technician Felipe a time when the mining technician was last in line and more away from the team, was bitten by a blackjack on the left side of his face. There was no allergic manifestation and the team continued the work. In the afternoon, after lunch, the employee sought medical care, was medicated and released to continue activities the next day."
199,8/1/2016 0:00,Country_01,Local_04,Mining,II,III,Male,Third Party,Others,"At times when the worker was cleaning the long holes of the production mesh in negative, when removing the polyethylene pipe it suffers a clogging inside the drill, which product of compressed air pressure is released by ejecting detritus and fragments of rock inside the hole impacting the worker's forehead causing a cut."
200,8/4/2016 0:00,Country_02,Local_08,Metals,I,II,Male,Employee,Cut,"When removing the cap from the wear plate of the Warman LX-BB-01 pump, the left hand of the employee who was with the glove slipped came to have contact with the cutting part of the board."
201,8/11/2016 0:00,Country_02,Local_02,Mining,IV,IV,Male,Third Party (Remote),Others,"During the withdrawal of the fixed jaw wedge from the crusher 41BR01, the hoisting device (hook) was broken causing the steel cable of the overhead crane to strike the left hand of the employee."
202,8/11/2016 0:00,Country_02,Local_12,Others,I,IV,Female,Employee,Others,"On leaving the Company the employee stumbled onto the exit ladder of the building and fell 3 steps, causing twisting of the ankle and grating on the cinnamon"
203,8/12/2016 0:00,Country_01,Local_03,Mining,III,IV,Male,Employee,Others,"During ore transport works from OP2 to bines; after having filled the tenth mining car with ore, the assistant positioned on the platform of the hopper OP2 places a wooden board between the pistons of the chain to avoid the fall of fines into the track, at which time a fragment of rock (10cmx8cm x6 cm; 1.4 Kg) rolls by the load and hits the distal phalanx of the fourth finger of the left hand. The assistant at the time of the accident was wearing safety gloves (pad type). The hopper OP2 at the time of the accident was with zero energy."
204,8/14/2016 0:00,Country_01,Local_01,Mining,III,IV,Male,Third Party,Others,"In circumstances, the drilling assistants proceeded to assemble the inner tube to the barel; the injured person retracts the inner tube (head) to throw it manually towards the top of the catheter (inclination - 3 °) to continue with the perforation, in that moment the glove of the left hand is hooked in the speart point pushing his left hand until the edge of the box of the barel, originating the injury. At the time of the accident the injured employee used his rubber gloves and the work area was well lit."
205,8/14/2016 0:00,Country_02,Local_08,Metals,I,III,Male,Employee,Projection,"The employee Mr. Nilton made the opening of the visit to unclog, at this moment occurred projection of hot material, occurring the accident."
206,8/15/2016 0:00,Country_01,Local_01,Mining,I,IV,Male,Third Party,Others,"While maintaining the ramp 604, when placing the first cloth for the overlap with the previous mesh; the operator will check the work front, then return to the back of the team to coordinate with his assistant, at which time a fragment of rock (Weight: 0.42 kg) of the non-sustained area will be detached, which impacts on the arm of the team and reaching by bounce the collaborator causing the injury. The one involved made use of all their EPPs. At the time of the incident the assistant was in the back of the team preparing the support mesh."
207,8/18/2016 0:00,Country_01,Local_03,Mining,I,III,Male,Employee,Others,"At level 3450 access 4 A2, the operator of the Scissor # 200 performed the support of the crown, at which time a piece of rock (13cmx6cmx2cm; 54g) passes between the cocada of the support mesh, from a height of 1.60 meters, towards the platform of the team breaking into particles one of which reaches his right eye causing the injury."
208,8/19/2016 0:00,Country_01,Local_03,Mining,I,III,Male,Employee,Others,"At level 2995 access # 6 A1 while the operator of the Scissor # 187 carried out the support of the right gable, from the platform it is arranged to place the Split set in the drill in the squat position to be introduced by the bolt, moment in which the which between the cocada of the support mesh falls from the crown a piece of rock (5cmx4cmx2cm; 112gr) from an approximate height of 2m impacting on the cervical region of the collaborator, causing the lesion described. At the time of the accident the crown was held and the collaborator used his safety glasses and gloves."
209,8/22/2016 0:00,Country_02,Local_05,Metals,I,III,Male,Employee,Pressed,"The employee was performing cutting activity on a carbon steel pipe attached to the band saw machine. Due to uneven weight distribution, the tube moved downward and the other end was projected upwards, pressing the thumb."
210,8/24/2016 0:00,Country_02,Local_05,Metals,I,II,Male,Employee,Cut,"The servant would remove the dishes from the bowl of the sink and when picking up a set of plates, there was one of them with the broken / broken edge, causing injury to his 3rd chiropactyl from his right hand."
211,8/25/2016 0:00,Country_01,Local_03,Mining,I,IV,Male,Employee,Others,"At times when the collaborator was performing the evacuation of inchancables from the mine, present in Strip ° 1, of Phase he notices a piece of support mesh positioned between the frame and the return belt; After several attempts to remove this mesh, with the belt in movement and using a metal rake as support, the mesh yields moving in the direction of rotation of the return belt, hitting the collaborator's hand against the metal structure, causing contusion in the left hand. At the time of the accident the employee used his leather gloves."
212,8/24/2016 0:00,Country_01,Local_01,Mining,I,II,Male,Employee,Others,"Once the topographic survey in the Stp. 440 (East zone), the victim and his co-worker, decide to continue with their work in the Stp. 440 (West), for this the injured person walks behind his co-worker (10 to 15 meters), when arriving at the loading zone (intersection Rpa 175 and St 440) the injured person asks the sccop operator to stop to pass, once the equipment is stopped, the victim passes behind his partner stuck to the gable, trying to avoid the accumulation of water, when he takes the third step into the puddle, the injured person steps on the false and falls to the floor, causing the injury ."
