"X","aspectsRecog","aspectsSubst","aspectsAdvance","aspectsComp","aspectsControlAmount","aspectsControlHow","aspectsRelations","aspectsSecurity","aspectsRespons","aspectsTasks","aspectsChallenge","aspectsSkill","aspectsTravel","aspectsEval","aspectsBalance","lifeSatIdeal","lifeSatExcellent","lifeSatHappy","lifeSatThings","lifeSatChange","lifeSatRespect","lifeSatFamily","lifeSatFaith","lifeSatHelp","age","gradNY","big4Frst","gender","salary","edu_under_3_TEXT","children","totalYrsWorked","totalYrsWorkedBig","gradNonLawNY","gradLaw","big4Now","empStatus","big4Ever","yearGroup","jobSatScore","lifeSatScore","yearsWorkedGroups","salaryContrasts","partTimeDummy"
198,"Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Somewhat agree",52,"No","Yes","Male","$1,000,000-$2,999,999",1984,3,30,18,"0","0",0,"Employed full time","Yes","1980+",1.07581996785282,1.12126748328711,"More than 20","$1,000,000-$2,999,999",0
199,"Highly satisfied","Satisfied","Neither dissatisfied nor satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Highly satisfied","Satisfied","Highly satisfied","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Disagree",62,"No","Yes","Male","$120,000-$149,999",1974,2,40,7,"0","0",0,"Employed full time","Yes",,0.619458464819061,0.900015687964207,"More than 20","$120,000-$149,999",0
200,"Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Agree","Somewhat agree","Agree","Agree","Somewhat agree","Agree","Strongly agree","Strongly agree","Neither disagree nor agree",50,"No","No","Male","$200,000-$299,999",1985,2,29,0,"0","0",0,"Employed full time","No","1980+",0.635832373043364,0.0375528543269707,"More than 20","$200,000-$299,999",0
201,"Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Disagree",46,"Yes","No","Male","$200,000-$299,999",1990,3,19,0,"1","0",0,"Employed full time","No","1980+",1.16253407214027,0.888074813066286,"15 to 20","$200,000-$299,999",0
202,"Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Somewhat satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Neither dissatisfied nor satisfied","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Agree","Agree","Agree","Somewhat agree",30,"Yes","No","Male","$120,000-$149,999",2006,2,7,0,"1","0",0,"Employed full time","No","1980+",0.890075637945964,-0.312949089777505,"Less than 15","$120,000-$149,999",0
203,"Somewhat satisfied","Neither dissatisfied nor satisfied","Somewhat satisfied","Somewhat dissatisfied","Neither dissatisfied nor satisfied","Neither dissatisfied nor satisfied","Somewhat satisfied","Satisfied","Somewhat satisfied","Somewhat satisfied","Neither dissatisfied nor satisfied","Neither dissatisfied nor satisfied","Somewhat satisfied","Somewhat dissatisfied","Somewhat satisfied","Disagree","Somewhat disagree","Neither disagree nor agree","Neither disagree nor agree","Somewhat agree","Agree","Agree","Somewhat agree","Disagree",25,"Yes","Yes","Male","Less than $50,000",2012,0,0,0,"1","0",1,"Employed full time","Yes","1980+",-1.52793616394572,-1.96633299228741,"Less than 15","Less than $50,000",0
204,"Somewhat satisfied","Satisfied","Somewhat satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Somewhat satisfied","Satisfied","Satisfied","Satisfied","Somewhat satisfied","Neither dissatisfied nor satisfied","Somewhat satisfied","Satisfied","Somewhat agree","Somewhat agree","Somewhat agree","Agree","Somewhat agree","Somewhat agree","Agree","Somewhat agree","Neither disagree nor agree",47,"Yes","No","Male","$300,000-$499,999",1989,1,21,0,"1","0",0,"Employed full time","No","1980+",-0.224541539157456,-0.514799815466884,"More than 20","$300,000-$499,999",0
205,"Satisfied","Satisfied","Neither dissatisfied nor satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Somewhat satisfied","Somewhat satisfied","Highly satisfied","Neither dissatisfied nor satisfied","Somewhat satisfied","Agree","Agree","Agree","Agree","Somewhat agree","Agree","Agree","Somewhat agree","Somewhat agree",71,"Yes","No","Male","$150,000-$199,999",1965,1,42,0,"1","0",0,"Employed full time","No",,-0.266561708067227,0.194455640723073,"More than 20","$150,000-$199,999",0
206,"Somewhat dissatisfied","Satisfied","Dissatisfied","Satisfied","Neither dissatisfied nor satisfied","Neither dissatisfied nor satisfied","Satisfied","Highly dissatisfied","Dissatisfied","Somewhat dissatisfied","Somewhat satisfied","Dissatisfied","Somewhat dissatisfied","Neither dissatisfied nor satisfied","Somewhat satisfied","Agree","Agree","Agree","Agree","Somewhat disagree","Agree","Neither disagree nor agree","Strongly disagree","Somewhat disagree",54,"Yes","Yes","Male","Less than $50,000",1982,2,25,1,"1","0",0,"Employed part time","Yes","1980+",-2.2912651671618,-0.0325643660709209,"More than 20","Less than $50,000",1
207,"Highly satisfied","Satisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Somewhat agree","Somewhat disagree",54,"No","Yes","Male","$200,000-$299,999",1982,2,7,3,"0","0",0,"Employed full time","Yes","1980+",0.509434966033582,0.645767277226998,"Less than 15","$200,000-$299,999",0
208,"Dissatisfied","Highly dissatisfied","Highly dissatisfied","Neither dissatisfied nor satisfied","Neither dissatisfied nor satisfied","Somewhat satisfied","Neither dissatisfied nor satisfied","Highly dissatisfied","Dissatisfied","Highly dissatisfied","Dissatisfied","Highly dissatisfied","Satisfied","Dissatisfied","Neither dissatisfied nor satisfied","Disagree","Somewhat agree","Disagree","Somewhat agree","Strongly disagree","Neither disagree nor agree","Strongly agree","Agree","Strongly disagree",54,"No","Yes","Male","$120,000-$149,999",1982,2,19,2,"0","0",0,"Employed full time","Yes","1980+",-4.04501067972234,-2.23038168259605,"15 to 20","$120,000-$149,999",0
210,"Satisfied","Satisfied","Somewhat satisfied","Satisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Highly satisfied","Neither dissatisfied nor satisfied","Satisfied","Somewhat agree","Agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Somewhat agree",31,"No","No","Female","$50,000-$59,000",2006,1,2,0,"0","0",0,"Employed full time","No","1980+",0.119605105605531,0.374202515261504,"Less than 15","$50,000-$59,000",0
211,"Somewhat satisfied","Somewhat satisfied","Neither dissatisfied nor satisfied","Somewhat satisfied","Highly satisfied","Highly satisfied","Satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Somewhat satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Somewhat agree","Agree","Agree","Somewhat agree","Neither disagree nor agree","Somewhat agree","Agree","Strongly agree","Neither disagree nor agree",56,"No","Yes","Male","$120,000-$149,999",1980,0,32,1,"0","0",0,"Employed full time","Yes","1980+",0.00389533465363215,-0.211917569470798,"More than 20","$120,000-$149,999",0
212,"Dissatisfied","Satisfied","Somewhat satisfied","Somewhat satisfied","Dissatisfied","Neither dissatisfied nor satisfied","Somewhat satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Somewhat satisfied","Satisfied","Highly dissatisfied","Somewhat dissatisfied","Agree","Agree","Agree","Agree","Somewhat agree","Agree","Somewhat agree","Disagree","Neither disagree nor agree",26,"Yes","Yes","Female","$80,000-$89,000",2009,0,1,1,"1","0",0,"Employed full time","Yes","1980+",-0.942029374333245,0.119363107014503,"Less than 15","$80,000-$89,000",0
213,"Highly satisfied","Satisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree",48,"Yes","Yes","Female","$60,000-$69,000",1988,4,11,1,"1","0",0,"Employed part time","Yes","1980+",0.755877164581506,1.19555654681309,"Less than 15","$60,000-$69,000",1
214,"Highly satisfied","Highly satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Strongly agree","Strongly agree","Strongly agree","Agree","Somewhat agree","Agree","Strongly agree","Somewhat agree","Somewhat disagree",50,"No","Yes","Male","$1,000,000-$2,999,999",1986,4,28,20,"0","0",0,"Employed full time","Yes","1980+",0.96492027917659,0.850565136704938,"More than 20","$1,000,000-$2,999,999",0
215,"Somewhat satisfied","Satisfied","Satisfied","Somewhat dissatisfied","Somewhat dissatisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Somewhat satisfied","Somewhat dissatisfied","Somewhat agree","Somewhat agree","Agree","Somewhat agree","Disagree","Agree","Strongly agree","Agree","Disagree",26,"Yes","No","Male","$50,000-$59,000",2010,0,3,0,"1","0",0,"Employed full time","No","1980+",0.367209010760303,-0.457163177485175,"Less than 15","$50,000-$59,000",0
216,"Highly satisfied","Highly satisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Agree",56,"Yes","No","Male","$100,000-$119,999",1980,2,34,0,"1","0",0,"Employed full time","No","1980+",1.01011792082313,1.08546072788718,"More than 20","$100,000-$119,999",0
217,"Somewhat satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Somewhat satisfied","Highly satisfied","Highly satisfied","Satisfied","Highly satisfied","Satisfied","Satisfied","Somewhat satisfied","Satisfied","Somewhat satisfied","Somewhat dissatisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Agree","Strongly disagree","Strongly disagree",34,"Yes","Yes","Male","$300,000-$499,999",2002,2,8,3,"0","1",0,"Employed full time","Yes","1980+",0.258081703686765,0.833966630210788,"Less than 15","$300,000-$499,999",0
218,"Satisfied","Highly satisfied","Somewhat satisfied","Satisfied","Satisfied","Highly satisfied","Satisfied","Satisfied","Highly satisfied","Satisfied","Highly satisfied","Satisfied","Highly satisfied","Somewhat satisfied","Satisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree",46,"Yes","No","Male","$150,000-$199,999",1991,5,20,0,"0","1",0,"Employed full time","No","1980+",0.488100731472592,1.19555654681309,"15 to 20","$150,000-$199,999",0
219,"Somewhat satisfied","Somewhat satisfied","Highly satisfied","Somewhat dissatisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Somewhat satisfied","Satisfied","Somewhat satisfied","Somewhat satisfied","Highly satisfied","Somewhat agree","Somewhat agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree",29,"Yes","No","Male","$60,000-$69,000",2007,0,5,0,"1","0",0,"Employed full time","No","1980+",-0.229565484376451,-0.0144971015399702,"Less than 15","$60,000-$69,000",0
222,"Neither dissatisfied nor satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Highly satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Dissatisfied","Neither dissatisfied nor satisfied","Somewhat satisfied","Agree","Strongly agree","Agree","Agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Neither disagree nor agree",42,"No","No","Male","$300,000-$499,999",1994,1,20,5,"0","0",0,"Employed full time","Yes","1980+",0.487092420818308,0.462712268703926,"15 to 20","$300,000-$499,999",0
223,"Satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Highly satisfied","Somewhat satisfied","Satisfied","Somewhat satisfied","Satisfied","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Neither disagree nor agree","Neither disagree nor agree",45,"No","No","Male","$150,000-$199,999",1991,2,17,0,"0","0",0,"Employed full time","No","1980+",0.293376386970652,0.614878573546375,"15 to 20","$150,000-$199,999",0
224,"Somewhat satisfied","Satisfied","Satisfied","Somewhat dissatisfied","Somewhat dissatisfied","Satisfied","Satisfied","Highly satisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Somewhat dissatisfied","Somewhat dissatisfied","Somewhat agree","Agree","Strongly agree","Agree","Agree","Somewhat agree","Agree","Agree","Disagree",27,"Yes","Yes","Male","$60,000-$69,000",2010,0,3,3,"1","0",1,"Employed full time","Yes","1980+",-0.102056628465803,0.244312118752433,"Less than 15","$60,000-$69,000",0
225,"Somewhat dissatisfied","Neither dissatisfied nor satisfied","Highly satisfied","Satisfied","Neither dissatisfied nor satisfied","Neither dissatisfied nor satisfied","Highly satisfied","Satisfied","Satisfied","Somewhat satisfied","Satisfied","Satisfied","Satisfied","Somewhat dissatisfied","Somewhat satisfied","Somewhat agree","Somewhat disagree","Agree","Agree","Disagree","Agree","Strongly agree","Agree","Neither disagree nor agree",24,"Yes","Yes","Male","$50,000-$59,000",2012,0,1,1,"1","0",1,"Employed full time","Yes","1980+",-0.765280562101716,-0.69735235260973,"Less than 15","$50,000-$59,000",0
227,"Highly satisfied","Highly satisfied","Highly satisfied","Somewhat satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Somewhat satisfied","Highly satisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree",38,"No","Yes","Male","$100,000-$119,999",1998,3,9,9,"0","0",0,"Employed full time","Yes","1980+",1.01328446098137,1.17084391751062,"Less than 15","$100,000-$119,999",0
228,"Satisfied","Somewhat dissatisfied","Somewhat satisfied","Satisfied","Neither dissatisfied nor satisfied","Neither dissatisfied nor satisfied","Neither dissatisfied nor satisfied","Neither dissatisfied nor satisfied","Somewhat satisfied","Somewhat dissatisfied","Somewhat satisfied","Somewhat satisfied","Neither dissatisfied nor satisfied","Neither dissatisfied nor satisfied","Satisfied","Neither disagree nor agree","Neither disagree nor agree","Agree","Agree","Somewhat disagree","Somewhat agree","Strongly agree","Somewhat agree","Disagree",31,"No","Yes","Male","$100,000-$119,999",2005,1,9,4,"0","0",0,"Employed full time","Yes","1980+",-1.65057381869834,-0.721283071549358,"Less than 15","$100,000-$119,999",0
229,"Satisfied","Highly satisfied","Neither dissatisfied nor satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Neither dissatisfied nor satisfied","Satisfied","Somewhat satisfied","Somewhat satisfied","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Somewhat agree",46,"Yes","Yes","Male","$1,000,000-$2,999,999",1990,0,24,2,"1","0",0,"Employed full time","Yes","1980+",0.128665167234398,0.71131270027213,"More than 20","$1,000,000-$2,999,999",0
231,"Satisfied","Highly satisfied","Somewhat satisfied","Neither dissatisfied nor satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Somewhat dissatisfied","Neither dissatisfied nor satisfied","Highly satisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Agree","Neither disagree nor agree","Somewhat agree","Neither disagree nor agree",30,"Yes","No","Female","$70,000-$79,000",2005,0,7,0,"1","0",0,"Employed full time","No","1980+",0.207885558801684,0.796269433798382,"Less than 15","$70,000-$79,000",0
